case_id,asset,strategy,window,roundtrip_cost_bps,module,trades,pnl,win_rate_pct,profit_factor,avg_win_loss_ratio,max_consecutive_losses,avg_trade_pct
eth_dual_full_rt20bps,ETH,dual,full,20,pullback_struct_long,70,24558.857064091917,41.42857142857143,1.4071132931467587,1.9893670696212793,8,0.1316474962275366
eth_dual_full_rt20bps,ETH,dual,full,20,sweep_reversal_long,23,-1591.9765987225258,30.434782608695656,0.8998277138358621,2.0567490601962564,8,0.6869887768054891
eth_dual_full_rt20bps,ETH,dual,full,20,sweep_reversal_short,5,-1036.1422942015188,20.0,0.4455394218075965,1.782157687230386,4,0.19804485839958333
sol_dual_full_rt20bps,SOL,dual,full,20,bear_core,15,52076.09442207473,66.66666666666666,1.8567426994442875,0.9283713497221437,2,3.3889225744468066
sol_dual_full_rt20bps,SOL,dual,full,20,breakout_retest_long,1,-4148.802610636882,0.0,0.0,,1,-4.8285820843853635
sol_dual_full_rt20bps,SOL,dual,full,20,bull_trap_short,2,863.230272913104,50.0,1.6913693270587147,1.6913693270587147,1,2.1719098605480616
sol_dual_full_rt20bps,SOL,dual,full,20,core_add_long,1,-5356.009743528254,0.0,0.0,,1,-23.828292236824268
sol_dual_full_rt20bps,SOL,dual,full,20,core_long,120,532967.4088375573,44.166666666666664,1.47639882213762,1.8663909638343497,6,4.989611776219286
sol_dual_full_rt20bps,SOL,dual,full,20,crash_short,18,12364.353500861936,61.111111111111114,2.108679179273055,1.3418867504464895,2,2.9880711846820778
sol_dual_full_rt20bps,SOL,dual,full,20,dip_buy_long,7,20485.760577278736,85.71428571428571,8.807664325495594,1.4679440542492657,1,4.82587751976794
sol_dual_full_rt20bps,SOL,dual,full,20,pullback_struct_long,44,38428.48106403527,52.27272727272727,1.6197551281220208,1.4789068561114103,4,2.0137010953863825
sol_dual_full_rt20bps,SOL,dual,full,20,sweep_reversal_long,20,-17956.59690360901,20.0,0.40258705435438275,1.610348217417531,7,1.7854765354325277
sol_dual_full_rt20bps,SOL,dual,full,20,sweep_reversal_short,11,-5602.075547151703,9.090909090909092,0.23062203619249336,2.3062203619249337,8,-2.0381634069712753
